"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Bean_Type","Broad_Bean_Origin","is_bitter"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012",1065,2013,82,"U.K.",3.5,"Forastero (Nacional)","Ecuador","Yes"
"Hotel Chocolat (Coppeneur)","Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100,"U.K.",2.75,NA,"Peru","Yes"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100,"U.K.",2.5,"Forastero (Nacional)","Ecuador","Yes"
"Hotel Chocolat (Coppeneur)","Conacado, 2012, 120hr c.",1113,2013,100,"U.K.",2.75,NA,"Dominican Republic","Yes"
"Hotel Chocolat (Coppeneur)","Sambirano",809,2012,66,"U.K.",3.5,"Trinitario, Criollo","Madagascar","No"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 96hr c.",623,2011,80,"U.K.",3,"Forastero (Nacional)","Ecuador","Yes"
"Hotel Chocolat (Coppeneur)","Island Growers, 120hr c.",623,2011,65,"U.K.",3,"Trinitario","St. Lucia","No"
"Hotel Chocolat (Coppeneur)","Island Growers, 96hr c.",623,2011,65,"U.K.",3.25,"Trinitario","St. Lucia","No"
"Hotel Chocolat (Coppeneur)","Ecuador",552,2010,70,"U.K.",2.75,NA,"Ecuador","Yes"
"Hotel Chocolat (Coppeneur)","Santo Domingo",552,2010,70,"U.K.",3,NA,"Dominican Republic","Yes"
"Hotel Chocolat (Coppeneur)","Chuao",600,2010,70,"U.K.",2.75,"Trinitario","Venezuela","Yes"
"Hotel Chocolat (Coppeneur)","St. Lucia",245,2008,72,"U.K.",3,NA,"St. Lucia","Yes"
"Hotel Chocolat (Coppeneur)","Uganda",296,2008,80,"U.K.",2.5,"Forastero","Uganda","Yes"
"Hotel Chocolat (Coppeneur)","Tanzania",296,2008,75,"U.K.",2.75,NA,"Tanzania","Yes"
"Hotel Chocolat (Coppeneur)","Uba Budo",300,2008,72,"U.K.",3,"Forastero","Sao Tome","Yes"
"Hummingbird","Lam Dong",1542,2015,70,"Canada",3.5,"Trinitario","Vietnam","Yes"
"Hummingbird","Bolivia",1307,2014,70,"Canada",3,"Criollo, Trinitario","Bolivia","Yes"
"Hummingbird","Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70,"Canada",3,"Criollo, Trinitario","Bolivia","Yes"
"Hummingbird","Momotombo",1311,2014,70,"Canada",3,"Trinitario","Nicaragua","Yes"
"Hummingbird","Hispaniola",1311,2014,70,"Canada",3.75,"Trinitario","Dominican Republic","Yes"
"Hummingbird","Zorzal Reserva w/ Charles Kerchner",1387,2014,70,"Canada",3.5,NA,"Dominican Republic","Yes"
"Hummingbird","Ocumare, Cumboto",1097,2013,70,"Canada",3.25,"Trinitario, Criollo","Venezuela","Yes"
"Hummingbird","Amazonas",1097,2013,70,"Canada",3.75,"Forastero","Venezuela","Yes"
"Idilio (Felchlin)","Chuao, Venezuela",1085,2013,72,"Switzerland",3.75,"Trinitario","Venezuela","Yes"
"Idilio (Felchlin)","Coopertiva Amazona",725,2011,72,"Switzerland",3.75,"Criollo","Venezuela","Yes"
"Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72,"Switzerland",3.75,NA,"Venezuela","Yes"
"Idilio (Felchlin)","Choroni, Finca Torres, 48hr c.",729,2011,72,"Switzerland",3.25,"Criollo","Venezuela","Yes"
"Idilio (Felchlin)","Ocumare, H. Cata, 48hr c.",733,2011,72,"Switzerland",3.75,"Criollo","Venezuela","Yes"
"Idilio (Felchlin)","Porcelana, Zulia",733,2011,74,"Switzerland",4,"Criollo","Venezuela","Yes"
"Idilio (Felchlin)","Ocumare, H. Cata, w/ nibs",737,2011,72,"Switzerland",3.5,"Criollo","Venezuela","Yes"
"Idilio (Felchlin)","Carenero Superior, Urrutia, Barlovento",737,2011,70,"Switzerland",4,"Trinitario","Venezuela","Yes"
"Idilio (Felchlin)","Coopertiva Amazona w/ nibs",737,2011,72,"Switzerland",4,"Criollo","Venezuela","Yes"
"Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72,"Switzerland",4,NA,"Venezuela","Yes"
"Indah","India (south)",1788,2016,61,"India",2.5,NA,"India","No"
"Indaphoria","La Red",821,2012,70,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Indaphoria","Conacado, Manifesto",907,2012,70,"U.S.A.",2.75,NA,"Dominican Republic","Yes"
"Indi","Honduras",1255,2014,77,"U.S.A.",3,NA,"Honduras","Yes"
"iQ Chocolate","Satipo region, white label",943,2012,72,"Scotland",2.75,"Criollo","Peru","Yes"
"iQ Chocolate","black label",943,2012,72,"Scotland",3,NA,"Peru","Yes"
"Isidro","Madagascar",1275,2014,72,"U.S.A.",3.5,"Trinitario","Madagascar","Yes"
"Isidro","Peru",1279,2014,72,"U.S.A.",2.25,NA,"Peru","Yes"
"Isidro","Belize",1279,2014,72,"U.S.A.",3.25,"Trinitario","Belize","Yes"
"Isidro","Dominican Republic",1279,2014,72,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Izard","Maya Mountain, Toledo, Batch 29",1542,2015,70,"U.S.A.",3.5,"Trinitario","Belize","Yes"
"Izard","Elvesia P., Batch 32",1546,2015,70,"U.S.A.",2.75,NA,"Dominican Republic","Yes"
"Jacque Torres","Trinatario Treasure",5,2006,71,"U.S.A.",2,"Trinitario","Ghana","Yes"
"Jordis","Madagascar",1534,2015,63,"Czech Republic",2.75,"Trinitario","Madagascar","No"
"Just Good Chocolate","Belize",1375,2014,70,"U.S.A.",3.5,"Trinitario","Belize","Yes"
"Just Good Chocolate","Madagascar",1375,2014,70,"U.S.A.",3.5,"Trinitario","Madagascar","Yes"
"Just Good Chocolate","Peru",1375,2014,70,"U.S.A.",4,NA,"Peru","Yes"
"Kah Kow","Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70,"Domincan Republic",3.5,NA,"Dominican Republic","Yes"
"Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,82,"Domincan Republic",3,NA,"Dominican Republic","Yes"
"Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,55,"Domincan Republic",3.25,NA,"Dominican Republic","No"
"Kah Kow","Rizek Cacao, Domin. Rep.",1073,2013,62,"Domincan Republic",3.25,NA,"Dominican Republic","No"
"Kakao","Peru",837,2012,64,"Germany",2.5,NA,"Peru","No"
"Kakao","Vanuatu",387,2009,65,"Germany",3.75,"Trinitario","Vanuatu","No"
"Kallari (Ecuatoriana)","Sisa 36hr/ W. F. blend prototype",241,2008,70,"Ecuador",3,NA,"Ecuador","Yes"
"Kallari (Ecuatoriana)","Sisa's Secret/ original micro",241,2008,70,"Ecuador",3.5,NA,"Ecuador","Yes"
"Kallari (Ecuatoriana)","Roberto",245,2008,75,"Ecuador",2.75,NA,"Ecuador","Yes"
"Kallari (Ecuatoriana)","Diego/ original micro",248,2008,85,"Ecuador",2.5,NA,"Ecuador","Yes"
"Kallari (Ecuatoriana)","Diego 48hr/ W.F. blend prototype",248,2008,85,"Ecuador",2.75,NA,"Ecuador","Yes"
"Kallari (Ecuatoriana)","Diego 60hr/ W.F. blend prototype",248,2008,85,"Ecuador",3,NA,"Ecuador","Yes"
"Kallari (Ecuatoriana)","Cacao Nacional W.F.",263,2008,75,"Ecuador",2.5,NA,"Ecuador","Yes"
"Kallari (Ecuatoriana)","Cacao Nacional W.F.",269,2008,85,"Ecuador",3,NA,"Ecuador","Yes"
"Kaoka (Cemoi)","Ecuador",423,2009,80,"France",2.75,NA,"Ecuador","Yes"
"Kerchner","La Red, Project Reserva, Guaconejo",1133,2013,70,"U.S.A.",3.75,NA,"Dominican Republic","Yes"
"Ki' Xocolatl","Dark",431,2009,72,"Mexico",2,NA,"Mexico","Yes"
"Kiskadee","La Red, Guanconjeco",1251,2014,60,"U.S.A.",3,"Trinitario","Dominican Republic","No"
"Kto","San Martin",1422,2014,72,"U.S.A.",2.5,NA,"Peru","Yes"
"Kto","Ocumare",1422,2014,72,"U.S.A.",2.75,NA,"Venezuela","Yes"
"Kto","Belize",1422,2014,72,"U.S.A.",3,"Trinitario","Belize","Yes"
"Kto","Sambirano Valley",1422,2014,72,"U.S.A.",3.25,"Trinitario","Madagascar","Yes"
"Kto","Belize",1426,2014,90,"U.S.A.",3.25,"Trinitario","Belize","Yes"
"Kto","Elvesia",1426,2014,72,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Kto","ROIG",1426,2014,72,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"K'ul","Kafupbo, Petit Bourg, De Borgnes",1840,2016,70,"U.S.A.",3.25,NA,"Haiti","Yes"
"K'ul","Maranon, Fortunato No. 4",1852,2016,70,"U.S.A.",2.75,"Forastero (Nacional)","Peru","Yes"
"K'ul","Los Rios, Hacienda Limon, Heirloom",1852,2016,70,"U.S.A.",3.75,NA,"Ecuador","Yes"
"K'ul","Bahia, Fazenda Camboa",1852,2016,70,"U.S.A.",3.75,"Forastero","Brazil","Yes"
"Kyya","Uganda",1359,2014,72.5,"U.S.A.",2.5,"Forastero","Uganda","Yes"
"Kyya","Hispaniola",1359,2014,72.5,"U.S.A.",3,NA,"Dominican Republic","Yes"
"Kyya","Ecuador",1363,2014,72.5,"U.S.A.",2.5,NA,"Ecuador","Yes"
"Kyya","Madagascar",1363,2014,72.5,"U.S.A.",3,"Trinitario","Madagascar","Yes"
"L.A. Burdick (Felchlin)","Peru",891,2012,74,"U.S.A.",3.25,NA,"Peru","Yes"
"L.A. Burdick (Felchlin)","Brazil",891,2012,70,"U.S.A.",4,NA,"Brazil","Yes"
"L.A. Burdick (Felchlin)","Chuao",927,2012,68,"U.S.A.",3.75,"Trinitario","Venezuela","No"
"L.A. Burdick (Felchlin)","Quito",682,2011,74,"U.S.A.",3.75,NA,"Ecuador","Yes"
"L.A. Burdick (Felchlin)","Grenada",576,2010,75,"U.S.A.",3.25,"Trinitario","Grenada","Yes"
"L.A. Burdick (Felchlin)","Dominican Republic",576,2010,74,"U.S.A.",3.75,NA,"Dominican Republic","Yes"
"L.A. Burdick (Felchlin)","Venzuela",597,2010,71,"U.S.A.",3,NA,"Venezuela","Yes"
"L.A. Burdick (Felchlin)","Madagascar",431,2009,64,"U.S.A.",3.5,"Trinitario","Madagascar","No"
"L.A. Burdick (Felchlin)","Bolivian",451,2009,68,"U.S.A.",3,NA,"Bolivia","No"
"La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70,"Japan",2.25,"Trinitario, Criollo","Peru","Yes"
"La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 7",1892,2016,70,"Japan",2.5,"Trinitario, Criollo","Peru","Yes"
"La Chocolaterie Nanairo","Tumbes, 2013 Harvest, Batch 8",1892,2016,70,"Japan",3,"Criollo","Peru","Yes"
"La Chocolaterie Nanairo","Belize, 2014 Harvest, Batch 9",1892,2016,70,"Japan",3,"Trinitario, Criollo","Belize","Yes"
"La Maison du Chocolat (Valrhona)","Cuana, 2013",1121,2013,74,"France",2.75,NA,"Africa, Carribean, C. Am.","Yes"
"La Maison du Chocolat (Valrhona)","Tobago",1145,2013,60,"France",3.25,NA,"Tobago","No"
"La Maison du Chocolat (Valrhona)","Acarigua, w/ nibs",1189,2013,56,"France",3.25,NA,"Ecuador","No"
"La Maison du Chocolat (Valrhona)","Loma Sotavento",891,2012,66,"France",3.5,NA,"Dominican Republic","No"
"La Maison du Chocolat (Valrhona)","Grenada",741,2011,68,"France",3.5,"Trinitario","Grenada","No"
"La Maison du Chocolat (Valrhona)","Akosombo",346,2009,68,"France",3.25,"Forastero","Ghana","No"
"La Maison du Chocolat (Valrhona)","Porcelana, Pariguan",346,2009,69,"France",3.5,"Criollo (Porcelana)","Venezuela","No"
"La Maison du Chocolat (Valrhona)","Cuana, 2008",230,2008,74,"France",3.5,"Blend","Ven., Indonesia, Ecuad.","Yes"
"La Oroquidea","Peruvian Amazon",721,2011,72,"Peru",2.5,NA,"Peru","Yes"
"La Pepa de Oro","Vinces",713,2011,60,"Ecuador",3.25,NA,"Ecuador","No"
"Laia aka Chat-Noir","Madagascar, Batch 59/100",1590,2015,75,"France",2.75,"Trinitario","Madagascar","Yes"
"Laia aka Chat-Noir","Vietnam, Batch 50/100",1590,2015,75,"France",2.75,"Trinitario","Vietnam","Yes"
"Laia aka Chat-Noir","Cuba, Batch 59/100",1590,2015,75,"France",3,NA,"Cuba","Yes"
"Laia aka Chat-Noir","Peru, Batch 51/100",1590,2015,75,"France",3.25,NA,"Peru","Yes"
"Laia aka Chat-Noir","Ivory Coast, Batch 56/100",1594,2015,75,"France",3,NA,"Ivory Coast","Yes"
"Laia aka Chat-Noir","Sao Tome, Batch 151",1638,2015,75,"France",3.5,"Forastero","Sao Tome","Yes"
"Laia aka Chat-Noir","Bahia, Batch 148",1642,2015,75,"France",3.25,NA,"Brazil","Yes"
"Laia aka Chat-Noir","Lam Dong, Batch 153",1642,2015,75,"France",3.75,"Trinitario","Vietnam","Yes"
"Laia aka Chat-Noir","Cuba",1434,2014,70,"France",2.75,NA,"Cuba","Yes"
"Laia aka Chat-Noir","Trinidad-Tobago",1438,2014,68,"France",2.75,NA,"Trinidad-Tobago","No"
"Lajedo do Ouro","Catongo",927,2012,70,"Brazil",3.5,"Forastero (Catongo)","Brazil","Yes"
"Lake Champlain (Callebaut)","Tanzania",327,2009,75,"U.S.A.",2.5,NA,"Tanzania","Yes"
"L'Amourette","Rugoso",1784,2016,80,"U.S.A.",3.5,"Trinitario","Nicaragua","Yes"
"L'Amourette","Carenero Superior",833,2012,75,"U.S.A.",3,"Trinitario","Venezuela","Yes"
"L'Amourette","Rio Caribe",833,2012,75,"U.S.A.",3,"Trinitario","Venezuela","Yes"
"L'Amourette","Blend",853,2012,72,"U.S.A.",3,"Criollo","Peru, Ecuador, Venezuela","Yes"
"Letterpress","La Masica, Batch 7, FHIA",1952,2017,70,"U.S.A.",3.5,NA,"Honduras","Yes"
"Letterpress","Maya Mtn, Batch 18, Heirloom",1952,2017,70,"U.S.A.",3.25,NA,"Belize","Yes"
"Letterpress","Liberia",1728,2016,70,"U.S.A.",3.25,NA,"Liberia","Yes"
"Letterpress","Beniamo",1562,2015,70,"U.S.A.",3.25,NA,"Bolivia","Yes"
"Letterpress","San Juan Estate, Gran Couva",1562,2015,70,"U.S.A.",3.5,"Trinitario","Trinidad","Yes"
"Letterpress","San Andres",1566,2015,70,"U.S.A.",3,NA,"Costa Rica","Yes"
"Letterpress","La Red, Guaconejo",1566,2015,70,"U.S.A.",3.25,NA,"Domincan Republic","Yes"
"Letterpress","Kokoa Kamili",1566,2015,70,"U.S.A.",3.5,NA,"Tanzania","Yes"
"Letterpress","Maranura",1371,2014,70,"U.S.A.",3.5,"Forastero (Nacional)","Peru","Yes"
"Levy","Sambirano",1231,2014,71,"Finland",3.5,"Criollo","Madagascar","Yes"
"Lilla","Madagascar",1856,2016,70,"Finland",3,"Trinitario","Madagascar","Yes"
"Lillie Belle","Perfect Illusion",855,2012,65,"U.S.A.",3.5,"Criollo","Peru","No"
"Lillie Belle","Bolivia, Wild Thing",903,2012,68,"U.S.A.",3.5,"Criollo","Bolivia","No"
"Lillie Belle","La Selva",903,2012,68,"U.S.A.",3.75,NA,"Peru","No"
"Lillie Belle","Purple Haze",947,2012,75,"U.S.A.",2.75,NA,"Venezuela, Dom. Rep.","Yes"
"Lillie Belle","The Other One, Grand Cru",947,2012,74,"U.S.A.",3,NA,"Dominican Republic","Yes"
"Lillie Belle","Wild Thing",947,2012,68,"U.S.A.",3.5,"Criollo","Bolivia","No"
"Loiza","Puerto Rico",1049,2013,65,"Puerto Rico",2.5,NA,"Puerto Rico","No"
"Lonohana","Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70,"U.S.A.",3.75,NA,"Hawaii","Yes"
"Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,65,"U.S.A.",3.25,NA,"Hawaii","No"
"Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,75,"U.S.A.",3.75,NA,"Hawaii","Yes"
"Lonohana","Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71,"U.S.A.",3,NA,"Hawaii","Yes"
"Lonohana","Opaeula Estate, O'ahu, Ele'ele",1097,2013,72,"U.S.A.",3,NA,"Hawaii","Yes"
"Lonohana","Hawaiian Crown, Kona Vanilla",1097,2013,70,"U.S.A.",3.5,NA,"Hawaii","Yes"
"Love Bar","Nicaragua",1502,2015,75,"U.S.A.",2,NA,"Nicaragua","Yes"
"Luker","Selva",552,2010,46,"Colombia",2.75,NA,"Colombia, Ecuador","No"
"Luker","Macondo",552,2010,60,"Colombia",3,NA,"Colombia, Ecuador","No"
"Luker","Misterio",552,2010,58,"Colombia",3,NA,"Colombia, Ecuador","No"
"Luker","Santander",552,2010,65,"Colombia",3.5,NA,"Colombia","No"
"Machu Picchu Trading Co.","Peru",721,2011,70,"Peru",1.5,NA,"Peru","Yes"
"Machu Picchu Trading Co.","Peru",552,2010,55,"Peru",2.25,NA,"Peru","No"
"Madecasse (Cinagra)","Madagascar",284,2008,67,"Madagascar",3.5,"Trinitario","Madagascar","No"
"Madecasse (Cinagra)","Madagascar",284,2008,70,"Madagascar",3.75,"Trinitario","Madagascar","Yes"
"Madecasse (Cinagra)","Madagascar",284,2008,63,"Madagascar",4,"Trinitario","Madagascar","No"
"Madecasse (Cinagra)","Madagascar",288,2008,75,"Madagascar",3.5,"Trinitario","Madagascar","Yes"
"Madre","Guadalcanal",1940,2017,73,"U.S.A.",3.5,NA,"Solomon Islands","Yes"
"Madre","Puerto Rico",1085,2013,70,"U.S.A.",2.75,NA,"Puerto Rico","Yes"
"Madre","Brazil",1085,2013,70,"U.S.A.",3.5,NA,"Brazil","Yes"
"Madre","Choobua, Kona",1089,2013,70,"U.S.A.",2.75,NA,"Hawaii","Yes"
"Madre","Xocunusco, Chiapas, Pichucalco",1089,2013,70,"U.S.A.",2.75,NA,"Mexico","Yes"
"Madre","Hamakua Coast, Kokoleka",991,2012,70,"U.S.A.",3.25,NA,"Hawaii","Yes"
"Madre","Criollo, Hawaii",995,2012,70,"U.S.A.",3.25,"Criollo","Hawaii","Yes"
"Madre","Kaua'i",995,2012,70,"U.S.A.",3.5,NA,"Hawaii","Yes"
"Madre","Dominican",672,2011,70,"U.S.A.",2.5,NA,"Dominican Republic","Yes"
"Madre","Upala",693,2011,70,"U.S.A.",2.75,NA,"Costa Rica","Yes"
"Madre","Chiapas, Triple Cacao",607,2010,72,"U.S.A.",2.75,NA,"Mexico","Yes"
"Maglio","Africa",300,2008,75,"Italy",2,NA,"Tanzania","Yes"
"Maglio","Ecuador",308,2008,70,"Italy",3,"Forastero (Nacional)","Ecuador","Yes"
"Maglio","Cuba",308,2008,70,"Italy",3.25,"Criollo","Cuba","Yes"
"Maglio","Santo Domingo",308,2008,70,"Italy",3.75,"Blend-Forastero,Criollo","Dominican Republic","Yes"
"Majani","Ecuador",531,2010,70,"Italy",2,NA,"Ecuador","Yes"
"Malagasy (Chocolaterie Robert)","Sambirano 2006",184,2007,75,"Madagascar",2.75,"Trinitario","Madagascar","Yes"
"Malagasy (Chocolaterie Robert)","Mora Mora 2006",184,2007,73,"Madagascar",3.5,"Trinitario","Madagascar","Yes"
"Malagos","Davao, Mt. Talamo foothills",1121,2013,65,"Philippines",3.5,"Trinitario","Philippines","No"
"Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55,"U.S.A.",3.5,NA,"Hawaii","No"
"Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,55,"U.S.A.",2.75,"Blend","Hawaii","No"
"Malmo","Chuao",1856,2016,70,"Sweden",3,NA,"Venezuela","Yes"
"Mana","Ecuador",1446,2015,74,"U.S.A.",2.5,NA,"Ecuador","Yes"
"Mana","Peru",1219,2014,74,"U.S.A.",2.5,NA,"Peru","Yes"
"Mana","Venezuela",1219,2014,74,"U.S.A.",2.75,NA,"Venezuela","Yes"
"Mana","Conacado",821,2012,74,"U.S.A.",3.75,NA,"Dominican Republic","Yes"
"Manifesto Cacao","Colombia",1331,2014,70,"Colombia",2.75,NA,"Colombia","Yes"
"Manoa","Markham Valley",1522,2015,72,"U.S.A.",3.5,NA,"Papua New Guinea","Yes"
"Manoa","Coto Brus",1522,2015,72,"U.S.A.",3.75,NA,"Costa Rica","Yes"
"Manoa","Waiahole, O'ahu",1089,2013,72,"U.S.A.",3.75,NA,"Hawaii","Yes"
"Manoa","Liberia, #174",1003,2012,72,"U.S.A.",3.25,NA,"Liberia","Yes"
"Manoa","Hamakua, Hawaiian Crown, #176",1007,2012,72,"U.S.A.",2.75,NA,"Hawaii","Yes"
"Manoa","Piura",1007,2012,72,"U.S.A.",3,NA,"Peru","Yes"
"Manoa","Oahu, Winward, #151, Maunawili district",1007,2012,72,"U.S.A.",3.25,NA,"Hawaii","Yes"
"Manufaktura Czekolady","Johe",1844,2016,70,"Poland",3.75,NA,"Nicaragua","Yes"
"Manufaktura Czekolady","Peru",1848,2016,70,"Poland",3.5,NA,"Peru","Yes"
"Manufaktura Czekolady","Porcelana",1255,2014,70,"Poland",3.75,"Criollo","Venezuela","Yes"
"Manufaktura Czekolady","Kolumbia",1279,2014,85,"Poland",3.5,NA,"Colombia","Yes"
"Manufaktura Czekolady","Grand Cru Dominican Republic",871,2012,70,"Poland",3.25,NA,"Dominican Republic","Yes"
"Manufaktura Czekolady","Grand Cru Ghana",871,2012,70,"Poland",3.5,"Forastero","Ghana","Yes"
"Manufaktura Czekolady","Grand Cru Ecuador",875,2012,70,"Poland",3.25,NA,"Ecuador","Yes"
"Map Chocolate","Ben Tre, Surprise Valley",1896,2016,75,"U.S.A.",3.25,"Trinitario","Vietnam","Yes"
"Map Chocolate","ROIG, 2014",1474,2015,70,"U.S.A.",3.5,"Criollo, Trinitario","Dominican Republic","Yes"
"Map Chocolate","Maranon, 2014",1474,2015,62,"U.S.A.",3.5,"Forastero (Nacional)","Peru","No"
"Map Chocolate","Ecuador",1478,2015,70,"U.S.A.",3.5,"Trinitario","Ecuador","Yes"
"Map Chocolate","San Juan Estate, Cherry Blossoms at Night",1606,2015,70,"U.S.A.",2.75,"Trinitario","Trinidad","Yes"
"Map Chocolate","A case of the Xerces Blues, triple roast",1606,2015,70,"U.S.A.",3.5,NA,"Nicaragua","Yes"
"Map Chocolate","Tumbes, Dear Mr. Finley, 2014",1606,2015,68,"U.S.A.",3.5,"Criollo","Peru","No"
"Map Chocolate","Colombia",1610,2015,75,"U.S.A.",2.75,NA,"Colombia","Yes"
"Map Chocolate","Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72,"U.S.A.",3,NA,"Tanzania","Yes"
"Map Chocolate","Le Chocolat Chaud",1634,2015,78,"U.S.A.",3.5,NA,"Honduras","Yes"
"Marana","Piura",1872,2016,70,"Peru",3,NA,"Peru","Yes"
"Marana","Cusco",1884,2016,70,"Peru",2.75,NA,"Peru","Yes"
"Marana","San Martin",1884,2016,70,"Peru",3,NA,"Peru","Yes"
"Marou","Tan Phu Dong Island, Heart of Darkness",1650,2015,85,"Vietnam",3.25,"Trinitario","Vietnam","Yes"
"Marou","Ben Tre",1650,2015,68,"Vietnam",3.5,"Trinitario","Vietnam","No"
"Marou","Dak Lak, Batch 2451",1650,2015,70,"Vietnam",3.75,"Trinitario","Vietnam","Yes"
"Marou","Tan Phu Dong, Treasure Island",1149,2013,75,"Vietnam",3.5,"Trinitario","Vietnam","Yes"
"Marou","Ba Ria",845,2012,76,"Vietnam",3.5,"Trinitario","Vietnam","Yes"
"Marou","Dong Nai",845,2012,72,"Vietnam",3.5,"Trinitario","Vietnam","Yes"
"Marou","Tien Giang, Gao Co-op",845,2012,70,"Vietnam",3.5,"Trinitario","Vietnam","Yes"
"Marou","Ben Tre",849,2012,78,"Vietnam",3.5,"Trinitario","Vietnam","Yes"
"Marou","Tien Giang",895,2012,80,"Vietnam",3,"Trinitario","Vietnam","Yes"
"Marou","Lam Dong",955,2012,74,"Vietnam",3.5,"Trinitario","Vietnam","Yes"
"Mars","Matina 1-6, prototype",537,2010,65,"U.S.A.",3,NA,"Costa Rica","No"
"Mars","Ivory Coast",544,2010,65,"U.S.A.",3,NA,"Ivory Coast","No"
"Mars","Nigeria",544,2010,65,"U.S.A.",3.25,NA,"Nigeria","No"
"Mars","Ghana, prototype",544,2010,65,"U.S.A.",3.5,"Forastero","Ghana","No"
"Marsatta","Dominican Republic",1189,2013,74,"U.S.A.",2.25,NA,"Dominican Republic","Yes"
"Marsatta","Dominican Republic",1189,2013,89,"U.S.A.",2.5,NA,"Dominican Republic","Yes"
"Martin Mayer","Alto Beni",1836,2016,76,"Austria",2.75,NA,"Bolivia","Yes"
"Martin Mayer","Pisa",1836,2016,82,"Austria",3,NA,"Haiti","Yes"
"Martin Mayer","Tumaco",1836,2016,74,"Austria",3.25,NA,"Colombia","Yes"
"Mast Brothers","Guatemala",1450,2015,76,"U.S.A.",3,NA,"Guatemala","Yes"
"Mast Brothers","Tanzania",1450,2015,74,"U.S.A.",3.25,NA,"Tanzania","Yes"
"Mast Brothers","French Laundry 20th Anniversary",1359,2014,75,"U.S.A.",3.75,"Blend","Peru, Belize","Yes"
"Mast Brothers","Shake Shack",959,2012,73,"U.S.A.",3.5,"Blend","Peru, Mad., Dom. Rep.","Yes"
"Mast Brothers","Madagascar",999,2012,72,"U.S.A.",2.5,"Trinitario","","Yes"
"Mast Brothers","Chuao",999,2012,73,"U.S.A.",2.75,"Trinitario","Venezuela","Yes"
"Mast Brothers","Chuao, Med. Roast",701,2011,76,"U.S.A.",3,"Trinitario","Venezuela","Yes"
"Mast Brothers","Chuao, Dark Roast",709,2011,70,"U.S.A.",3,"Trinitario","Venezuela","Yes"
"Mast Brothers","Chuao, Light Roast",713,2011,81,"U.S.A.",2.75,"Trinitario","Venezuela","Yes"
"Mast Brothers","Moho River",773,2011,70,"U.S.A.",3.5,"Trinitario","Belize","Yes"
"Mast Brothers","Papua New Guinea",777,2011,71,"U.S.A.",2.75,NA,"Papua New Guinea","Yes"
"Mast Brothers","San Martin",777,2011,75,"U.S.A.",3,NA,"Peru","Yes"
"Mast Brothers","Conacado",777,2011,73,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Mast Brothers","La Red de Guanconejo, N. Highlands coop",777,2011,74,"U.S.A.",3.75,NA,"Dominican Republic","Yes"
"Mast Brothers","Patanemo",572,2010,81,"U.S.A.",2.75,"Criollo","Venezuela","Yes"
"Mast Brothers","Ocumare de la Costa",572,2010,75,"U.S.A.",3,NA,"Venezuela","Yes"
"Mast Brothers","Dominican Republic, Coop",572,2010,70,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Matale","Malekula P., 2013",1177,2013,72,"Australia",3.5,"Trinitario","Vanuatu","Yes"
"Matale","Somia, 2013",1177,2013,68,"Australia",4,"Trinitario","Madagascar","No"
"Matale","Kulili P., 2013",1177,2013,74,"Australia",4,"Trinitario","Papua New Guinea","Yes"
"Matale","Blend",1181,2013,70,"Australia",3.75,"Trinitario","PNG, Vanuatu, Mad","Yes"
"Maverick","Maya Mountain",1367,2014,70,"U.S.A.",3.25,"Trinitario","Belize","Yes"
"Maverick","Elvesia",1367,2014,70,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Maverick","Tumbes",1430,2014,82,"U.S.A.",3.25,"Criollo","Peru","Yes"
"Maverick","Morropon, Norandiono Coop, Piura",1430,2014,63,"U.S.A.",3.5,"Criollo","Peru","No"
